code;name
3060105009;Optical Pantograph
3060105010;Contact Printer
3060105011;Pengering Photo
3060105012;Vacum Frame
3060105013;Coordinatograph
3060105014;Pemotong Film
3060105015;Streoscope Tanah
3060105016;Waterpas
3060105017;Theodolite (Peralatan Studio Pemetaan/peralatan Ukur Tanah)
3060105018;Distomat
3060105019;B.T.M
3060105020;Level
3060105021;Jalon
3060105022;Rambu/Bak Ukur
3060105023;Kompas Geologi
3060105024;Clinometer
3060105025;Altimeter (Peralatan Studio Pemetaan/peralatan Ukur Tanah)
3060105026;Holiometer
3060105027;Telescope (Peralatan Studio Pemetaan/peralatan Ukur Tanah)
3060105028;Passer Doss
3060105029;Curvermeter
3060105030;Rollmeter
3060105031;Meet Band
3060105032;Busur Derajat
3060105033;Chronometer (Peralatan Studio Pemetaan/peralatan Ukur Tanah)
3060105034;Gawang Lokasi
3060105035;Kompas (Peralatan Studio Pemetaan/peralatan Ukur Tanah)
3060105036;Sextant
3060105037;Teropong/Keker
3060105038;GPS Receiver
3060105039;Ground Paretrating Radar
3060105040;Teken Schaal/Jangka Tusuk
3060105041;Pantograph
3060105042;Plani Meter
3060105043;Prisma Roelak
3060105044;Prisma Meter
3060105045;Prisma Ukur
3060105046;Ruiter Plaat
3060105047;Kamera Udara
3060105048;Stereoplotter
3060105049;Planicomp
3060105050;Meja Sinar
3060105051;Graver
3060105052;Pen Holder
3060105053;Sistem Pengamatan Pasang Surut Realtime
3060105054;Sistem Stasiun Continuously Operating Reference Stations (CORS)
3060105055;Total Station
3060105056;RTK (Real Time Kinematic)
3060105999;Peralatan Studio Pemetaan/Peralatan Ukur Tanah Lainnya
3060199001;Alkom Pos Tempur
3060199002;VLF-HF Receiver
3060199999;Alat Studio Lainnya
3060201001;Telephone (PABX)
3060201002;Intermediate Telephone/Key Telephone
3060201003;Pesawat Telephone
3060201004;Telephone Mobile
3060201005;Pager
3060201006;Handy Talky (HT)
3060201007;Telex
3060201008;Selective Colling
3060201009;Peralatan Spech Plas
3060201010;Facsimile
3060201011;Bidding Pit
3060201012;Local Battery Telephone
3060201013;Senhub Fixed
3060201014;Senhub Mobile
3060201015;Telepon Lapangan
3060201016;Sentral Telepon Lapangan
3060201017;Telepon Satelit
3060201018;Kom Data
3060201019;PDA
3060201020;Telepon Digital
3060201021;Telepon Analog
3060201022;Massage Handling
3060201023;Battery Lithium-I
3060201024;Sistem Penjawab Telepon Otomatis
3060201999;Alat Komunikasi Telephone Lainnya
3060202001;Unit Tranceiver Ssb Portable
3060202002;Unit Tranceiver Ssb Transportable
3060202003;Unit Tranceiver Ssb Stationery
3060202999;Alat Komunikasi Radio Ssb Lainnya
3060203001;Unit Tranceiver HF Portable
3060203002;Unit Tranceiver HF Transportable
3060203003;Unit Tranceiver HF Stationery
3060203004;Unit Tranceiver FM
3060203999;Alat Komunikasi Radio HF/FM Lainnya
3060204001;Unit Tranceiver VHF Portable
3060204002;Unit Tranceiver VHF Transportable
3060204003;Unit Tranceiver VHF Stationary
3060204999;Alat Komunikasi Radio VHF Lainnya
3060205001;Unit Tranceiver UHF Portable
3060205002;Unit Tranceiver UHF Transportable
3060205003;Unit Tranceiver UHF Stationary
3060205004;TRX UHF AM/FM transceiver
3060205005;TRX UHF FM BS
3060205006;TRX UHF FM MS
3060205999;Alat Komunikasi Radio UHF Lainnya
3060206001;Publik Address (Lapangan)
3060206002;Wireless Amplifier
3060206003;Slide Projector (Lapangan)
3060206004;Multiplex System
3060206005;Frequency Systhesizer Unit
3060206006;Patching Board
3060206999;Alat Komunikasi Sosial Lainnya
3060207001;Morse Keyer
3060207002;Automatic Deorse Keyer
3060207003;Alat Semboyan
3060207004;Mesin Sandi dan Kelengkapannya
3060207005;Finger Printer Time and Attandance Acces Control System
3060207006;Mesin Sandi Teks
3060207007;Mesin Sandi Suara
3060207008;Mesin Sandi Data
3060207009;Mesin Sandi Berbasis Software
3060207010;Mesin Sandi Berbasis Hardware
3060207011;Mesin Sandi Berbasis Software dan Hardware
3060207012;Alat Pembangkit Kunci
3060207013;Alat Pendistribusi Kunci
3060207014;Crypthopone
3060207015;Crytofax
3060207016;Server Encription
3060207017;Handphone Encription
3060207018;GSM Jammer
3060207019;CDMA Jammer
3060207020;Portable GSM CDMA Jammer
3060207021;Security Communication
3060207999;Alat-Alat Sandi Lainnya
3060208001;Alat DF Radio SSB
3060208002;Super Broom
3060208003;Alat DF Radio HF/FM
3060208004;Scanlock Plus Ceberus
3060208005;Alat DF Radio VHF
3060208006;Stelath Digital Repeater
3060208007;Alat DF Radio UHF
3060208008;Tranking
3060208009;Telepon Taping
3060208010;Stelath
3060208011;Visatelit
3060208012;Mainframe (Alat Komunikasi Khusus)
3060208013;Safe Light Filter
3060208014;Anti Sadap Telepon (Scanbler)
3060208015;Billinf System
3060208016;Room Monitoring MC06
3060208017;Watch Transmiter
3060208018;Ashtray
3060208019;Non Direction Beacon (NDB)
3060208020;Radio Link
3060208021;Localizer
3060208022;Glade Path
3060208023;Midle Marker
3060208024;Radio Communication Matching Switch (RCMS)
3060208025;Direction Very Omni Range (DVOR)
3060208026;Integrated Ground Caommunication System (SGRS)
3060208027;Switching Ground Receiver System (SGRS)
3060208028;Alat Rx Radio SSb
3060208029;Alat Rx Radio HF/FM
3060208030;Alat Rx Radio VHF
3060208031;Alat Rx Radio UHF
3060208032;Alat Jamming Radio SSB
3060208033;Alat Jamming Radio HF/FM
3060208034;Alat Jamming Radio VHF
3060208035;Alat Jamming Radio UHF
3060208036;Alat Spektrum Frek Monitor SSB
3060208037;Alat Spektrum Frek Monitor HF/FM
3060208038;Alat Spektrum Frek Monitor VHF
3060208039;Alat Spektrum Frek Monitor UHF
3060208040;Alat Traffic Analysis
3060208041;Alat Countersurveillance
3060208042;Alat Surveillance
3060208043;Alat Jamming Frekuensi
3060208044;Alat Pengendali Pancaran Gelombang Elektromagnetik (Tempest)
3060208045;Maritim Communication (Marcom)
3060208046;Navigation Telex (NAVTEX)
3060208047;Splite Site
3060208048;Under Water Communication
3060208999;Alat Komunikasi Khusus Lainnya
3060209001;System Control Node Multi Site System
3060209002;Site Base stataion Multi Site System
3060209003;Controll Center
3060209004;E2EEncryption Management Tools
3060209005;Network Monitoring System
3060209006;Switching Matrix and Server
3060209007;Digital Recording System
3060209008;Official Pheripheral
3060209009;Mobile Unit
3060209010;Mobile Gateway
3060209011;Convert Body
3060209012;Repeater RX/TX
3060209013;Repeater Multiband Combiner 4 in 4out
3060209014;Repeater Multiband Combiner 4 in 2out
3060209015;Repeater Multiband Combiner 2 in 2out
3060209016;Repeater CDMA 80PO MHz
3060209017;Repeater CDS 1800 MHz
3060209018;Wide Area Communication Network System
3060209999;Alat Komunikasi Digital Dan Konvensional Lainnya
3060210001;Fully System HUB
3060210002;VSAT System for Remote Terminal
3060210003;Commob (Communication Mobile) VSAT
3060210004;Wireless Base Station + Surveillance Manpack Kit
3060210005;Flyaway
3060210006;Encryption
3060210007;Remote Data Connection Distribution
3060210008;Remote VoIP Gateway E1 Card Interface
3060210009;Spectrum Analyzer for HUB Station
3060210010;Spectrum Analyzer Portable for Field Use
3060210011;UPS 15 KVA for HUB Station
3060210012;UPS 1 KVA for Remote Station
3060210013;Multi Mode Control Radio
3060210014;Inmarsat
3060210015;Perangkat Akses Internet
3060210016;IP Hub Processing
3060210999;Alat Komunikasi Satelit Lainnya
3060211001;Perangkat BTS
3060211002;Base Tranceiver Station (BTS) Portable
3060299999;Alat Komunikasi Lainnya
3060301001;Unit Pemancar MF/MW Portable
3060301002;Unit Pemancar MF/MW Transportable
3060301003;Unit Pemancar MF/MW Stationary
3060301999;Peralatan Pemancar MF/MW Lainnya
3060302001;Unit Pemancar HF/SW Portable
3060302002;Unit Pemancar HF/SW Transportable
3060302003;Unit Pemancar HF/SW Stationary
3060302999;Peralatan Pemancar HF/SW Lainnya
3060303001;Unit Pemancar VHF/FM Portable
3060303002;Unit Pemancar VHF/FM Transportable
3060303003;Unit Pemancar VHF/FM Stationary
3060303004;TRX VHF FM LB BS
3060303005;TRX VHF FM MB BS
3060303006;TRX VHF-UHF AM/FM
3060303999;Peralatan Pemancar VHF/FM Lainnya
3060304001;Unit Pemancar UHF Portable
3060304002;Unit Pemancar UHF Transportable
3060304003;Unit Pemancar UHF Stationary
3060304004;Portable Reporter Link
3060304999;Peralatan Pemancar UHF Lainnya
3060305001;Unit Pemancar SHF Portable
3060305002;Unit Pemancar SHF Transportable
3060305003;Unit Pemancar SHF Stationary
3060305004;Satellite Link ( Up/Down Link )
3060305999;Peralatan Pemancar SHF Lainnya
3060306001;Antene MF/MW Portable
3060306002;Antene MF/MW Transportable
3060306003;Antene MF/MW Stationary
3060306999;Peralatan Antena MF/MW Lainnya
3060307001;Antene HF/SW Portable
3060307002;Antene HF/SW Transportable
3060307003;Antene HF/SW Stationary
3060307999;Peralatan Antena HF/SW Lainnya
3060308001;Antene VHF/FM Portable
3060308002;Antene VHF/FM Transportable
3060308003;Antene VHF/FM Stationary
3060308999;Peralatan Antena VHF/FM Lainnya
3060309001;Antene UHF Portable
3060309002;Antene UHF Transportable
3060309003;Antene UHF Stationary
3060309999;Peralatan Antena UHF Lainnya
3060310001;Antene SHF Portable
3060310002;Antene SHF Transportable
3060310003;Antene SHF Stationary
3060310004;Antena All Band
3060310005;Antena SSB
3060310006;Antena Parabola
3060310999;Peralatan Antena SHF/Parabola Lainnya
3060311001;Translator VHF/VHF Portable
3060311002;Translator VHF/VHF Transportable
3060311003;Translator VHF/VHF Stationary
3060311999;Peralatan Translator VHF/VHF Lainnya
3060312001;Translator UHF/UHF Portable
3060312002;Translator UHF/UHF Transportable
3060312003;Translator UHF/UHF Stationary
3060312999;Peralatan Translator UHF/UHF Lainnya
3060313001;Translator VHF/UHF Portable
3060313002;Translator VHF/UHF Transportable
3060313003;Translator VHF/UHF Stationary
3060313004;TRX V/UHF AM/FM
3060313999;Peralatan Translator VHF/UHF Lainnya
3060314001;Translator UHF/VHF Portable
3060314002;Translator UHF/VHF Transportable
3060314003;Translator UHF/VHF Stationary
3060314999;Peralatan Translator UHF/VHF Lainnya
3060315001;Microwave F P U Portable
3060315002;Microwave F P U Transportable
3060315003;Microwave F P U Stationary
3060315999;Peralatan Microwave F P U Lainnya
3060316001;Microwave Terestrial Portable
3060316002;Microwave Terestrial Transportable
3060316003;Microwave Terestrial Stationary
3060316999;Peralatan Microwave Terestrial Lainnya
3060317001;Microwave TVRO Portable
3060317002;Microwave TVRO Transportable
3060317003;Microwave TVRO Stationary
3060317999;Peralatan Microwave TVRO Lainnya
3060318001;Dummy Load Pendingin Udara
3060318002;Dummy Load Pendingin Air
3060318003;Dummy Load Pendingin Minyak
3060318004;Dummy Load Pendingin Gas
3060318999;Peralatan Dummy Load Lainnya
3060319001;Switcher Combination
3060319002;Switcher Manual
3060319003;Switcher Automatic Motor
3060319004;Switch Lan Alied
3060319999;Switcher Antena Lainnya
3060320001;Self Supporting Tower
3060320002;Guy Tower
3060320003;Mast Tower
3060320004;Concrete Tower
3060320005;Tiang Antena Hidrolik Portable
3060320999;Switcher/Menara Antena Lainnya
3060321001;Open Wire
3060321002;Coaxial Feeder
3060321003;Antenna Tuning Unit
3060321004;Dehydrator
3060321999;Feeder Lainnya (Alat Studio, Komunikasi Dan Pemancar)
3060322001;Dehumidifier (Humidity Control)
3060322999;Humidity Control Lainnya
3060323001;Receiver STL/VHF ( FM)
3060323002;Receiver STL/UHF
3060323003;Receiver STL/SHF
3060323004;TVRO
3060323005;Line Amplifier
3060323006;S R O
3060323007;Line Equalizer
3060323008;Automatic Gain Control
3060323009;Compressor Amplifier
3060323010;Expander Amplifier
3060323011;Attenuator
3060323012;Audio Processor
3060323013;Stereo Generator Fm
3060323014;Distributor Amplifier
3060323015;Switcher/Patch Panel
3060323016;Audio Monitor
3060323017;AM Monitor
3060323018;FM Monitor
3060323019;Power Distribution Board
3060323020;Lightning Protector
3060323021;All Band Receiver
3060323022;Change Over Switch
3060323023;All Band Transceiver
3060323024;Rig Dual Band
3060323999;Program Input Equipment Lainnya
3060324001;Antene Penerima VHF
3060324002;Peralatan Antena Penerima LF
3060324003;Peralatan Antena Penerima MF
3060324004;Peralatan Antena Penerima HF
3060324005;Peralatan Antena Penerima MF+HF
3060324006;Peralatan Antena Penerima VHF
3060324007;Peralatan Antena Penerima UHF
3060324008;Peralatan Antena Penerima SSHF
3060324999;Peralatan Antene Penerima VHF Lainnya
3060325001;Peralatan Pemancar LF Transportable
3060325002;Peralatan Pemancar LF Portable
3060325003;Peralatan Pemancar LF Stationary
3060325999;Peralatan Pemancar LF Lainnya
3060326001;Unit Pemancar MF+HF Transportable
3060326002;Unit Pemancar MF+HF Portable
3060326003;Unit Pemancar MF+HF Stationary
3060326999;Unit Pemancar MF+HF Lainnya
3060327001;Peralatan Antena Pemancar MF+HF Transportable
3060327002;Peralatan Antena Pemancar MF+HF Portable
3060327003;Peralatan Antena Pemancar MF+HF Stationary
3060327999;Peralatan Antena Pemancar MF+HF Lainnya
3060328001;Peralatan Penerima LF
3060328002;Peralatan Penerima MF
3060328003;Peralatan Penerima HF
3060328004;Peralatan Penerima MF+HF
3060328005;Peralatan Penerima UHF
3060328006;Peralatan Penerima SHF
3060328999;Peralatan Penerima Lainnya
3060329001;Unit Transceiver LF Transportable
3060329002;Unit Transceiver LF Portable
3060329003;Unit Transceiver LF Stationary
3060329999;Peralatan Pemancar dan Penerima LF Lainnya
3060330001;Unit Transceiver MF Transportable
3060330002;Unit Transceiver MF Portable
3060330003;Unit Transceiver MF Stationary
3060330999;Peralatan Pemancar dan Penerima MF Lainnya
3060331001;Unit Transceiver HF Transportable
3060331002;Unit Transceiver HF Portable
3060331003;Unit Transceiver HF Stationary
3060331004;Rs Ssb Tranciever
3060331005;Mini Ranger
3060331006;Artemis
3060331007;Telerometer
3060331999;Peralatan Pemancar dan Penerima HF Lainnya
3060332001;Unit Transceiver MF+HF Transportable
3060332002;Unit Transceiver MF+HF Portable
3060332003;Unit Transceiver MF+HF Stationary
3060332004;Differential Omega (Peralatan Pemancar Dan Penerima Mf+hf)
3060332999;Peralatan Pemancar dan Penerima MF+HF Lainnya
3060333001;Unit Transceiver VHF Transportable
3060333002;Unit Transceiver VHF Portable
3060333003;Unit Transceiver VHF Stationary
3060333999;Peralatan Pemancar dan Penerima VHF lainnya
3060334001;Unit Transceiver UHF Transportable
3060334002;Unit Transceiver UHF Portable
3060334003;Unit Transceiver UHF Stationary
3060334004;Ultra Hight Frequence Link
3060334005;Auto Alarm Tustel (AAT)
3060334006;Distribution Board and Signal Unit
3060334007;Remote Terminal Unit
3060334008;Multiplex Terminal Equipment
3060334009;Signal Velvoger Grounding
3060334010;Bridge Merger Testing
3060334011;Message Repeater
3060334012;Electric Cleaner
3060334013;Aotomatic Aerlale
3060334014;Power and Awr Meter Round
3060334015;Voltage Regulator
3060334016;Gyro Compass
3060334017;Frequence Synthesizer Unit
3060334018;Vodas (Voice Devise Anti Singing)
3060334019;Anemometer (Peralatan Pemancar Dan Penerima UHF)
3060334020;Clear View Screen
3060334021;Arq unit
3060334022;Radio Direction Finder
3060334023;Power transmitter
3060334024;Tele Controller
3060334025;Local Terminal
3060334026;Digital Selective Calling (DSC)
3060334027;Portable Digital Direction Finder
3060334028;Exciter
3060334999;Peralatan Pemancar dan Penerima UHF Lainnya
3060335001;Unit Transceiver SHF Transportable
3060335002;Unit Transceiver SHF Portable
3060335003;Unit Transceiver SHF Stationary
3060335004;Low Noise Amplifier SHF
3060335999;Peralatan Pemancar dan Penerima SHF Lainnya
3060336001;Unit Antena Transceiver LF Transportable
3060336002;Unit Antena Transceiver LF Portable
3060336003;Unit Antena Transceiver LF Stationary
3060336999;Peralatan Antena Pemancar dan Penerima LF Lainnya
3060337001;Unit Antena Transceiver MF Transportable
3060337002;Unit Antena Transceiver MF Portable
3060337003;Unit Antena Transceiver MF Stationary
3060337999;Peralatan Antena Pemancar dan Penerima MF Lainnya
3060338001;Unit Antena Transceiver HF Transportable
3060338002;Unit Antena Transceiver HF Portable
3060338003;Unit Antena Transceiver HF Stationary
3060338999;Peralatan Antena Pemancar dan Penerima HF Lainnya
3060339001;Unit Antena Transceiver MF+ HF Transportable
3060339002;Unit Antena Transceiver MF+HF Portable
3060339003;Unit Antena Transceiver MF+HF Stationary
3060339999;Peralatan Antena Pemancar dan Penerima MF+HF Lainnya
3060340001;Unit Antena Transceiver VHF Transportable
3060340002;Unit Antena Transceiver VHF Portable
3060340003;Unit Antena Transceiver VHF Stationary
3060340999;Peralatan Antena Pemancar dan Penerima VHF Lainnya
3060341001;Unit Antena Transceiver UHF Transportable
3060341002;Unit Antena Transceiver UHF Portable
3060341003;Unit Antena Transceiver UHF Stationary
3060341999;Peralatan Antena Pemancar dan Penerima UHF Lainnya
3060342001;Unit Antena Transceiver SHF Transportable
3060342002;Unit Antena Transceiver SHF Portable
3060342003;Unit Antena Transceiver SHF Stationary
3060342999;Peralatan Antena Pemancar dan Penerima SHF Lainnya
3060343001;Alat Penerima Satelite Cuaca
3060343999;Peralatan Penerima Cuaca Citra Satelite Resolusi Rendah Lainnya
3060344001;Alat Penerima Satelite Cuaca Geo Stasimeter
3060344002;Alat Penerima Satelite Cuaca Orbit Polar
3060344999;Peralatan Penerima Cuaca Citra Satelite Resolusi Tinggi Lainnya
3060345001;Scanner Facsimile
3060345002;Alden Minifax Recorder
3060345003;Universal Graphic Recorder
3060345004;Weather Chart Recorder
3060345999;Peralatan Penerima dan Pengirim Gambar ke Permukaan Lainnya
3060346001;Box Battery
3060346002;Cutton Duck
3060346003;Carring Case
3060346004;Hand Set
3060346005;Conecctor
3060346999;Peralatan Perlengkapan Radio Lainnya
3060347001;BA-30
3060347002;Genset
3060347003;Solar Cell
3060347004;Charger
3060347999;Sumber Tenaga Lainnya
3060399999;Peralatan Pemancar Lainnya
3060401001;Standard Instrumen Landing System
3060401002;Microwave Landing System
3060401999;Peralatan Komunikasi Navigasi Instrumen Landing System lainnya
3060402001;Conventional VOR (CVOR)
3060402002;Doople VOR (DVOR)
3060402999;Very Hight Frequence Omni Range (VOR) Lainnya
3060403001;Transponder DME
3060403002;Antena DME
3060403003;BEACON
3060403004;NDB
3060403005;DB
3060403006;Radar Beacon
3060403007;Differential Omega (Distance Measuring Equipment (dme))
3060403008;Differential GPS
3060403009;GPS Khusus Geofisika
3060403999;Distance Measuring Equipment (DME) Lainnya
3060404001;Primary Surveillance Radar
3060404002;Secondary Surveillance Radar
3060404003;Drone Detection System
3060404999;Radar Lainnya
3060405001;Message Switching Center (MSC)
3060405002;Automatic Message Switching Center (AMSC)
3060405003;Current Console Regulator
3060405004;Controller Console PVC
3060405006;No Break Casinet
3060405007;Telegraphic Frame
3060405008;Morden
3060405009;Radio Console
3060405010;Supervisori Console
3060405999;Alat Pengatur Telekomunikasi Lainnya
3060406001;Unit Tape Recorder
3060406002;Unit Time Announcing
3060406003;Unit Master Clock
3060406004;Unit Reproducer
3060406005;Unit Remote Control
3060406999;Peralatan Komunikasi Untuk Dokumentasi Lainnya
3060407001;Backup Satellite Control Center (BSCC)
3060499999;Peralatan Komunikasi Navigasi Lainnya
3070101001;Sterilisator
3070101002;Minor Surgical Set (Alat Kedokteran Umum)
3070101003;Diagnostik Set
3070101004;Stetoscope (Alat Kedokteran Umum)
3070101005;Tensimeter
3070101006;Wickham
3070101007;Head Lamp (Alat Kedokteran Umum)
3070101008;Waskom
3070101009;Timbangan Badan (Alat Kedokteran Umum)
3070101010;Timbangan Bayi
3070101011;Kocher
3070101012;Metal Chatheeter
3070101013;Sluf Zone
3070101014;Anaromische Pinset
3070101015;Chirurgical Pinset
3070101016;Naalvoeder
3070101017;Arteriklem
3070101018;Instrumen Cabinet
3070101019;Agraat
3070101020;Gunting Bengkok
3070101021;Gunting Lurus
3070101022;Lemari Steriil
3070101023;Air Viva
3070101024;Alat Ganti YKBS
3070101025;Ambubag
3070101026;Tabung 02
3070101027;Aplanation Termometer
3070101028;Autoclave Table
3070101029;Automatic Chart Proyektor
3070101030;Automatic Spray Gonometer
3070101031;Bak Catheter
3070101032;Bak Instrument (Stainles,Kaca,Email)
3070101033;Bak Korentang (Stainles)
3070101034;Bak Spuit
3070101035;Balon Spray
3070101036;Bantal Angin/Wind Ring
3070101037;Basic Diagnostic Kit (Alat Kedokteran Umum)
3070101038;Bed Side Monitor
3070101039;Bed Skreen/Sherm
3070101040;Blass Spuit (Glass,Metal)
3070101041;Blood Exchange Set (Alat Kedokteran Umum)
3070101042;Brancard
3070101043;Buli-Buli Panas
3070101044;Butomous P 02 Modul
3070101045;Canula Rectal
3070101046;Capagati 3 L
3070101047;Centrifuge (Alat Kedokteran Umum)
3070101048;Chytologi Bantal
3070101049;Clinical Thermometer (Alat Kedokteran Umum)
3070101050;Co2 Analyzer (Alat Kedokteran Umum)
3070101051;Colonofibers Cape
3070101052;Combilag
3070101053;Corn Image Interserver
3070101054;Dale Dagion (Alat Kedokteran Umum)
3070101055;Defision Sehafulla Telector
3070101056;Desk Suction System
3070101057;Digital Oscamolis
3070101058;Direct Reading Desimeter
3070101059;Dressing Card
3070101060;Electro Cardiography (Alat Kedokteran Umum)
3070101061;Elektro Counter
3070101062;Ergometer Sensor
3070101063;Esche Palce
3070101064;Examination Lamp
3070101065;Examination Table
3070101066;Fantex Mark
3070101067;Film Viewer
3070101068;Flow Meter (Alat Kedokteran Umum)
3070101069;Flow Meter 02
3070101070;Flurecent Lamp Komplit
3070101071;Forcep Neagle/Kieland/Piper
3070101072;Freakter EF 502
3070101073;Gantungan Urin Bag
3070101074;Gilycerin Spuit
3070101075;Giving Set (Alat Kedokteran Umum)
3070101076;Groses Shalt Mogoglo Pamator
3070101077;Hypeal Carter
3070101078;Ice Crag
3070101079;Ice Cup
3070101080;Infusion Pump
3070101081;Instrument Tray
3070101082;IPPO
3070101083;Irrigator
3070101085;Kariek Half Lazer
3070101086;Kom Kompres (Alat Kedokteran Umum)
3070101087;Kom Stainles (Drain,Gaas,Tampon)
3070101088;Korentang
3070101089;Laundry Tuch
3070101090;Laser Unit
3070101091;Lono Premansi Stimulator Adi
3070101092;Low Presure Continous
3070101093;Magil Tang (Dewasa,Anak)
3070101094;Mangkok/Kom Betadin (Stainless,Keramik/China)
3070101095;Mark Biotazer
3070101096;Meja Suntik Beroda
3070101097;Lemari Obat (Kaca)
3070101098;Module Parabeden Trandezer
3070101099;Nasal Clip
3070101100;Natrilisangfas Fas Instal
3070101101;Nebulizer Perimeter (Anesthesi)
3070101102;Needle Holder
3070101103;Netlin
3070101104;Nichulis
3070101105;Nierbekhen
3070101106;Neonatal Monitor (Alat Kedokteran Umum)
3070101107;One Compartement Warrobe (Alat Kedokteran Umum)
3070101108;Operating Lamp
3070101109;Oxygen Therapy Set Lengkap
3070101110;Pathologi Equipment
3070101111;Pereksimea Fondus
3070101112;Perfin Disposseri
3070101113;Pispot Anak
3070101114;Pispot Dewasa
3070101115;Plase Phone Doples
3070101116;Prape For Memory Dan Typloid
3070101117;Presatre Module
3070101118;Primatik Nidel
3070101119;Pulse Oximeter
3070101120;Reflex Hammer (Alat Kedokteran Umum)
3070101121;Respirator (Alat Kedokteran Umum)
3070101122;Resusitasi Dewasa
3070101123;Resusitasi Anak
3070101124;Resusitasi Bayi
3070101125;Rinnon Miliable Resaftor
3070101126;Rolling Seal Type
3070101127;Kursi Dorong
3070101128;R-HER Coacgulator
3070101129;Saeperingsystem
3070101130;Schates
3070101131;Screm Holder Red
3070101132;Setum Adrenalin
3070101133;Seven Solar Duble Midel
3070101134;Suction Pump
3070101135;Sonde Uterus (Alat Kedokteran Umum)
3070101136;Spatel Lidah
3070101137;Spoon Oxigen Correction
3070101138;Sputum Bak/Pot
3070101139;Standar Infus
3070101140;Standar Waskom
3070101141;Standard Colector For Table
3070101142;Steritionoscope Transpometer
3070101143;Stimulator (Alat Kedokteran Umum)
3070101144;Syringe Pump (Alat Kedokteran Umum)
3070101145;Temperatur Monitor
3070101146;Termometer Mercury Untuk Suhu Badan
3070101147;The Newsillerstration Of Acpint
3070101148;Timer Ekolo
3070101149;Tre Chanel Extra Cardiografi
3070101150;Trigatus
3070101151;Tromol Has
3070101152;Urinal
3070101153;U S G
3070101154;Utility Trolly
3070101155;UV Sterilizer
3070101156;Cool Light
3070101157;Vegdes Labry Splyt Genotpone
3070101158;Vena Sectie Set
3070101159;Wall Rail System
3070101160;Holter Panthon (RM)
3070101161;Went Allyn Apthacape
3070101162;Senter (Alat Kedokteran Umum)
3070101163;Refloton
3070101164;Meja Fisiotherapie
3070101165;Aeskular
3070101166;Pinset Anatomi
3070101167;Fris Ard
3070101168;Tong Spatel
3070101169;The Sun Ancom Oxigen Exer
3070101170;Electronic Stethoscope
3070101171;Thermometer Gun
3070101172;Digital Thermometer
3070101173;Bilik Desinfectan
3070101174;Bed Side Cabinet
3070101175;Over Bed Table
3070101176;Vein Finder With Stand
3070101177;Vein Finder
3070101178;Infrared vein Finder
3070101179;Troli Obat
3070101180;Needle Crusher/Penghancur Jarum Suntik
3070101999;Alat Kedokteran Umum Lainnya
3070102001;Dental Chair
3070102002;Dental Unit
3070102003;Dental X-Ray Unit
3070102004;Air Set Airomatik
3070102005;Dental Hand Instruments Set
3070102006;Oral Surgical Set
3070102007;Apdent Juster
3070102008;Aero Sterisator
3070102009;Operating Chair
3070102010;Infra Red
3070102011;Sendok Cetak
3070102012;Clinical Chair
3070102013;Dosator
3070102014;Minor Surgical Set (Alat Kedokteran Gigi)
3070102015;Detal Sergion Set
3070102016;Polish Motor
3070102017;Gavitron Generator
3070102018;Niva Lite
3070102019;Portable Dental Unit
3070102020;Dental Ultra Sonic
3070102021;U.V. Lamp (Alat Kedokteran Gigi)
3070102022;Amalgamator
3070102023;Terminator
3070102024;Airimatik 205 Dental Unit
3070102025;Amalgam Pistol/Stoper (Alat Kedokteran Gigi)
3070102026;Articulator Free Place
3070102027;Bend Pusher
3070102028;Berge Fail
3070102029;Bistal End Cutter
3070102030;Bond Seater
3070102031;Boor Gigi
3070102032;Bracket Holder
3070102033;Burnisher
3070102034;Hand Piece
3070102035;Chisel
3070102036;Cirto Jec
3070102037;Contra Angel
3070102038;Crown Remover
3070102039;Cryer
3070102040;Curret Gigi
3070102041;Curret Lurus/Bengkok
3070102043;Cuvert
3070102044;Dillarosa
3070102045;Electro Lyte Polisher
3070102046;Engine Machine
3070102047;Engine Portable Lengkap
3070102048;Exkavator
3070102049;Finger Protector
3070102050;Hand Stuk/Hand Pice
3070102051;Handel Miss
3070102052;Heliosit - Heliomat
3070102053;Hendpiece Airbin 400.000 Rpm
3070102054;Hoestuk (Mikrometer)
3070102055;How Flier Bengkok Lurus
3070102056;Intra Olral
3070102057;Jangka
3070102058;Jelenko Colid Bath
3070102059;Kaca Mulut/Spigel
3070102060;Kikir Gigi
3070102061;Knabel Tang (Alat Kedokteran Gigi)
3070102062;Knope Sonda
3070102063;Laboratorium Hathe
3070102065;Laring Suprane Dental Unit Shimatic 20 cc/Fontell
3070102066;Laring Supreme Dental Unit
3070102067;Light Curing Unit
3070102068;LIP Retraktor
3070102069;Mouth Piece
3070102070;Motor Gigi Fora Tanpa Handpiece
3070102071;Mouth Retraktor
3070102072;Mouth Speder
3070102073;Odner Bending
3070102074;Okludator
3070102075;Palishing Motor
3070102076;Pengukur Bracket
3070102077;Physiodispenser Implant + Microsurgery
3070102078;PIK Hak Gigi
3070102079;Pinset Dental
3070102080;Pisau Lilin/Wasmess/Wax Knife
3070102081;Plastik Instrument
3070102082;Press Untuk Dua Kafet
3070102083;Press Untuk Satu Kapet
3070102084;Prostetic Engine
3070102085;Raspatorium
3070102086;Semen Stoper
3070102087;Shade Guide
3070102088;Slip Join
